raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"너두 피아노. 바느질  ㅠㅠ 미장 국장 다 지친다 정말

아주 대놓고 계단식 하향 곤두박질이군 ....",너두 피아노 바느질 미장 국장 다 지친다 정말 아주 대놓고 계단식 하향 곤두박질이군,너두 피아노. 바느질 ㅠㅠ 미장 국장 다 지친다 정말 아주 대놓고 계단식 하향 곤두박질이군 ....,2022-04-06T09:33:07+09:00,0.4515,0.3773,0.1712,0
명절 기름값만 벌어봅시다..,명절 기름값만 벌어봅시다,명절 기름값만 벌어봅시다..,2024-09-05T10:42:52+09:00,0.0504,0.8422,0.1074,1
81층중반까지 내려갔다 다시 올라올거 같네요,81층중반까지 내려갔다 다시 올라올거 같네요,81층중반까지 내려갔다 다시 올라올거 같네요,2022-10-28T14:14:44+09:00,0.0857,0.1728,0.7416,2
"진짜 얼마만에 20이야.....
23부터 1주씩 사기시작해서..
평단 19.5까지 물탔는데..
한때-25퍼가 오늘에서야 빨간색이라니ㅠ",진짜 얼마만에 20이야 23부터 1주씩 사기시작해서 평단 195까지 물탔는데 한때25퍼가 오늘에서야 빨간색이라니,진짜 얼마만에 20이야..... 23부터 1주씩 사기시작해서.. 평단 19.5까지 물탔는데.. 한때25퍼가 오늘에서야 빨간색이라니ㅠ,2024-08-16T15:09:15+09:00,0.3105,0.4058,0.2837,1
닉스형 오늘은 10퍼 준비됐지?,닉스형 오늘은 10퍼 준비됐지,닉스형 오늘은 10퍼 준비됐지?,2024-11-20T06:58:02+09:00,0.0977,0.7418,0.1605,1
"어제 물타서 700주 11층 집입했더만 오늘은 더 웃기네 허허허...
이건 안봐야 속편한데...
숨기기 기능 만들어 주삼요~",어제 물타서 700주 11층 집입했더만 오늘은 더 웃기네 허허허 이건 안봐야 속편한데 숨기기 기능 만들어 주삼요,어제 물타서 700주 11층 집입했더만 오늘은 더 웃기네 허허허... 이건 안봐야 속편한데... 숨기기 기능 만들어 주삼요,2021-08-11T13:15:48+09:00,0.2365,0.4813,0.2823,1
ㅠㅠ,,ㅠㅠ,2024-12-13T10:10:01+09:00,0.0612,0.9114,0.0274,1
너만 줄줄 흘러내리는구나 ~ 에휴,너만 줄줄 흘러내리는구나 에휴,너만 줄줄 흘러내리는구나 에휴,2022-07-29T11:22:06+09:00,0.2429,0.7065,0.0506,1
또올게요!,또올게요,또올게요!,2024-02-22T09:13:08+09:00,0.0399,0.914,0.0461,1
청개구리야 실적박살난 삼성은 오르고 실적좋은 하이닉스는 떨어지고 ㅋㅋㅋㅋㅋㅋ,청개구리야 실적박살난 삼성은 오르고 실적좋은 하이닉스는 떨어지고,청개구리야 실적박살난 삼성은 오르고 실적좋은 하이닉스는 떨어지고 ㅋㅋㅋㅋㅋㅋ,2025-01-08T15:21:09+09:00,0.386,0.4109,0.2031,1
이제 저무는건가..로우스럽게..ㅠ,이제 저무는건가로우스럽게,이제 저무는건가..로우스럽게..ㅠ,2024-04-25T16:01:58+09:00,0.1544,0.8087,0.0369,1
와 진짜 시원시원 하네ㄷㄷ,와 진짜 시원시원 하네,와 진짜 시원시원 하네ㄷㄷ,2024-06-18T14:38:05+09:00,0.0674,0.8969,0.0357,1
선방,선방,선방,2024-04-22T16:31:48+09:00,0.0984,0.7593,0.1423,1
고마올라 내일 얼마나 떨굴라고,고마올라 내일 얼마나 떨굴라고,고마올라 내일 얼마나 떨굴라고,2025-01-06T13:57:08+09:00,0.0753,0.3301,0.5946,2
엔비 실적 발표때까지 토스끄고 기다리겠습니다,엔비 실적 발표때까지 토스끄고 기다리겠습니다,엔비 실적 발표때까지 토스끄고 기다리겠습니다,2024-08-27T11:05:54+09:00,0.1429,0.5944,0.2627,1
역싀믿고있었어 내 유일한 한국주식 ^^♡,역싀믿고있었어 내 유일한 한국주식,역싀믿고있었어 내 유일한 한국주식,2022-03-29T09:04:04+09:00,0.098,0.77,0.132,1
뭐하는짓이당가..,뭐하는짓이당가,뭐하는짓이당가..,2021-08-12T16:22:47+09:00,0.0612,0.9139,0.0249,1
"삼성 보다는 SK하이닉스. 

마이크론보다는 SK하이닉스. 

HBM 기술력 1위 SK하이닉스.",삼성 보다는 SK하이닉스 마이크론보다는 SK하이닉스 HBM 기술력 1위 SK하이닉스,삼성 보다는 SK하이닉스. 마이크론보다는 SK하이닉스. HBM 기술력 1위 SK하이닉스.,2024-09-26T10:53:11+09:00,0.1243,0.6911,0.1846,1
"팔고나면 항상 오르는법? 
잘지내 닉스야 또만날수있음 보자고",팔고나면 항상 오르는법 잘지내 닉스야 또만날수있음 보자고,팔고나면 항상 오르는법? 잘지내 닉스야 또만날수있음 보자고,2025-01-07T15:16:08+09:00,0.1809,0.5575,0.2616,1
힘이 쎄네요 전쟁을 이기고 ㅋ,힘이 쎄네요 전쟁을 이기고,힘이 쎄네요 전쟁을 이기고 ㅋ,2024-10-02T11:05:53+09:00,0.1354,0.7709,0.0937,1
이야 외인 웬일이여ㅋㅋ,이야 외인 웬일이여,이야 외인 웬일이여ㅋㅋ,2024-10-24T16:26:42+09:00,0.0893,0.8649,0.0458,1
시외 박살낫네,시외 박살낫네,시외 박살낫네,2024-11-13T16:45:54+09:00,0.2317,0.6812,0.0871,1
개미들아 더 사자!,개미들아 더 사자,개미들아 더 사자!,2024-09-04T10:32:50+09:00,0.0761,0.6799,0.244,1
물타야할지도 판단이 안서네ㄷㄷ,물타야할지도 판단이 안서네,물타야할지도 판단이 안서네ㄷㄷ,2022-09-07T12:42:22+09:00,0.1446,0.8078,0.0477,1
올라가자,올라가자,올라가자,2024-01-02T12:30:24+09:00,0.013,0.0617,0.9253,2
사는순간떨어진다,사는순간떨어진다,사는순간떨어진다,2024-11-13T13:13:45+09:00,0.1686,0.7718,0.0595,1
다시 내려오면 또 먹으로 올께,다시 내려오면 또 먹으로 올께,다시 내려오면 또 먹으로 올께,2024-10-22T14:35:36+09:00,0.088,0.67,0.2419,1
아 최회장은 주가 잘 맞추는 울동네 당구장 사장입니노,아 최회장은 주가 잘 맞추는 울동네 당구장 사장입니노,아 최회장은 주가 잘 맞추는 울동네 당구장 사장입니노,2024-10-29T12:25:19+09:00,0.1681,0.6537,0.1782,1
진짜 웃음벨이내,진짜 웃음벨이내,진짜 웃음벨이내,2025-01-09T09:10:25+09:00,0.0992,0.8788,0.022,1
"밑에가격에 물타기용 걸어두고 냅둘란다
내리면 감사합니다하고 줍줍이고
오르고올라서 평단가면 감사합니다고",밑에가격에 물타기용 걸어두고 냅둘란다 내리면 감사합니다하고 줍줍이고 오르고올라서 평단가면 감사합니다고,밑에가격에 물타기용 걸어두고 냅둘란다 내리면 감사합니다하고 줍줍이고 오르고올라서 평단가면 감사합니다고,2024-06-05T10:49:49+09:00,0.3068,0.2236,0.4696,2
원금이 삭제가 된다고!!!,원금이 삭제가 된다고,원금이 삭제가 된다고!!!,2024-11-27T13:21:50+09:00,0.0933,0.8068,0.0999,1
와쏜다ㅋㅋㅋ#,와쏜다,와쏜다ㅋㅋㅋ,2024-10-24T12:19:10+09:00,0.0474,0.8523,0.1003,1
간다간다 뿅간다,간다간다 뿅간다,간다간다 뿅간다,2022-10-13T14:11:24+09:00,0.0378,0.2008,0.7614,2
ㆍ,,ㆍ,2024-11-06T08:57:27+09:00,0.0612,0.9114,0.0274,1
이래도 국장을해????,이래도 국장을해,이래도 국장을해????,2024-07-25T10:42:44+09:00,0.0716,0.9035,0.0249,1
제발🤧,제발,제발,2024-11-29T09:31:44+09:00,0.0739,0.9029,0.0231,1
"분할한 엔비디아는 16만 인데, 하닉은 아직도 빌빌대고 언제든 떨어질 준비가.....,   쇼티지라며~~! 
뭐하는겨.",분할한 엔비디아는 16만 인데 하닉은 아직도 빌빌대고 언제든 떨어질 준비가 쇼티지라며 뭐하는겨,"분할한 엔비디아는 16만 인데, 하닉은 아직도 빌빌대고 언제든 떨어질 준비가....., 쇼티지라며! 뭐하는겨.",2024-08-14T17:10:42+09:00,0.3787,0.4052,0.2162,1
감사합니다 ♡,감사합니다,감사합니다,2024-06-27T12:59:08+09:00,0.0337,0.9417,0.0245,1
"11층에서 물림~~~
올라 가겠지~~^^
삼전 추매 2.000만원함",11층에서 물림 올라 가겠지 삼전 추매 2000만원함,11층에서 물림 올라 가겠지 삼전 추매 2.000만원함,2021-08-13T10:58:21+09:00,0.4697,0.1686,0.3617,0
가자,가자,가자,2024-08-14T09:02:05+09:00,0.0124,0.0976,0.89,2
진입각인데,진입각인데,진입각인데,2024-07-16T09:31:48+09:00,0.1507,0.7861,0.0631,1
.,,.,2024-10-02T18:36:18+09:00,0.0387,0.9459,0.0154,1
엄,엄,엄,2024-09-19T09:57:40+09:00,0.0612,0.9171,0.0217,1
오늘은 기분이 좋은 조울증 미스터마켓.,오늘은 기분이 좋은 조울증 미스터마켓,오늘은 기분이 좋은 조울증 미스터마켓.,2024-09-20T12:58:23+09:00,0.0893,0.769,0.1417,1
응? 오랜만인데??,응 오랜만인데,응? 오랜만인데??,2024-08-05T14:47:35+09:00,0.0415,0.9404,0.0181,1
ㅋㅋㅋ,,ㅋㅋㅋ,2024-09-13T09:23:10+09:00,0.0503,0.9337,0.016,1
아.... 아니네,아 아니네,아.... 아니네,2024-10-02T09:27:02+09:00,0.0643,0.9178,0.0179,1
역시 기관이 적 이었다,역시 기관이 적 이었다,역시 기관이 적 이었다,2024-09-30T11:33:48+09:00,0.0823,0.8244,0.0933,1
이 정도면 사장 인터뷰라도 해야하는거 아닌가 역시 국장은 노답이다,이 정도면 사장 인터뷰라도 해야하는거 아닌가 역시 국장은 노답이다,이 정도면 사장 인터뷰라도 해야하는거 아닌가 역시 국장은 노답이다,2024-09-19T10:08:43+09:00,0.1005,0.8616,0.0379,1
첫 주식 ㅎㅎ,첫 주식,첫 주식 ㅎㅎ,2024-09-12T09:44:23+09:00,0.0535,0.8953,0.0511,1
오늘 20만 가네요 미리 축하드립니다,오늘 20만 가네요 미리 축하드립니다,오늘 20만 가네요 미리 축하드립니다,2024-10-22T08:50:00+09:00,0.0421,0.5537,0.4041,1
"평단 17.8 인데
불타기 해도 될까요?
주식 고수님들 조언 한마디만 부탁드려용!😘",평단 178 인데 불타기 해도 될까요 주식 고수님들 조언 한마디만 부탁드려용,평단 17.8 인데 불타기 해도 될까요? 주식 고수님들 조언 한마디만 부탁드려용!,2024-04-02T12:46:15+09:00,0.206,0.5469,0.2471,1
"추매하고 싶어도
총알이 읎내~ㅠㅠㅠ",추매하고 싶어도 총알이 읎내,추매하고 싶어도 총알이 읎내ㅠㅠㅠ,2021-07-09T09:11:42+09:00,0.7642,0.1777,0.0582,0
외인들어오는거보니 괜찮을것같네,외인들어오는거보니 괜찮을것같네,외인들어오는거보니 괜찮을것같네,2025-01-24T12:32:55+09:00,0.1244,0.7198,0.1558,1
고수님들 주린인데 엔디비아 실적발표 좋으면 하이닉스도 올라가나요??,고수님들 주린인데 엔디비아 실적발표 좋으면 하이닉스도 올라가나요,고수님들 주린인데 엔디비아 실적발표 좋으면 하이닉스도 올라가나요??,2024-08-26T14:15:22+09:00,0.1245,0.3027,0.5728,2
사랑해 우리회사,사랑해 우리회사,사랑해 우리회사,2022-04-21T13:49:58+09:00,0.0458,0.9084,0.0458,1
감사요,감사요,감사요,2025-01-31T09:21:59+09:00,0.0351,0.9418,0.0231,1
이런 기업주는 버텨야지예,이런 기업주는 버텨야지예,이런 기업주는 버텨야지예,2025-02-21T14:47:33+09:00,0.1636,0.7238,0.1126,1
"-10%대 진입ㅋㅋㅋ
여기에 좋아하는 내가 싫다ㅜ
본전 얼른 와~",10대 진입 여기에 좋아하는 내가 싫다 본전 얼른 와,10대 진입ㅋㅋㅋ 여기에 좋아하는 내가 싫다ㅜ 본전 얼른 와,2024-08-16T14:08:41+09:00,0.0728,0.457,0.4702,2
널 버리지않은이유,널 버리지않은이유,널 버리지않은이유,2024-08-16T12:31:32+09:00,0.1012,0.8736,0.0252,1
배당금이 연 한주당 약 2200원 맞나요?,배당금이 연 한주당 약 2200원 맞나요,배당금이 연 한주당 약 2200원 맞나요?,2025-01-25T20:08:42+09:00,0.1272,0.6743,0.1985,1
수익실현하고 나갑니다,수익실현하고 나갑니다,수익실현하고 나갑니다,2024-09-26T12:01:16+09:00,0.0564,0.2608,0.6828,2
19.8층입니다 금방오겠네요,198층입니다 금방오겠네요,19.8층입니다 금방오겠네요,2024-12-17T11:01:34+09:00,0.0754,0.8301,0.0945,1
낼름낼름,낼름낼름,낼름낼름,2024-07-15T16:14:04+09:00,0.0938,0.8776,0.0286,1
200000,200000,200000,2025-01-06T10:19:35+09:00,0.0614,0.9057,0.0329,1
오 그래도 넣어둔게 잘했네.,오 그래도 넣어둔게 잘했네,오 그래도 넣어둔게 잘했네.,2024-11-25T10:18:58+09:00,0.0492,0.8998,0.051,1
아 좀 보고 팔걸 ㄲㅂ,아 좀 보고 팔걸,아 좀 보고 팔걸 ㄲㅂ,2023-03-22T16:51:44+09:00,0.0457,0.9134,0.0409,1
더올라가,더올라가,더올라가,2024-10-24T18:48:14+09:00,0.0227,0.0688,0.9085,2
또 시작이네 장난까나,또 시작이네 장난까나,또 시작이네 장난까나,2024-09-05T12:41:37+09:00,0.1178,0.8489,0.0333,1
"지금 국장 전체적으로 동시호가 장난질이네요
당황하지마셈",지금 국장 전체적으로 동시호가 장난질이네요 당황하지마셈,지금 국장 전체적으로 동시호가 장난질이네요 당황하지마셈,2024-12-12T15:27:40+09:00,0.1808,0.7531,0.0661,1
올라가자. 제발 힘내라,올라가자 제발 힘내라,올라가자. 제발 힘내라,2024-08-28T13:28:05+09:00,0.0162,0.0908,0.893,2
얼마 전 하루에 10프로 가까이 오른게 진짜 대단한거네 ㅋㅋ,얼마 전 하루에 10프로 가까이 오른게 진짜 대단한거네,얼마 전 하루에 10프로 가까이 오른게 진짜 대단한거네 ㅋㅋ,2025-01-09T09:05:24+09:00,0.1967,0.5764,0.2269,1
20닉스 제발,20닉스 제발,20닉스 제발,2024-11-18T15:39:13+09:00,0.0524,0.9221,0.0254,1
또,또,또,2024-09-03T09:06:29+09:00,0.0579,0.9222,0.0199,1
먼저 탈출합니다.,먼저 탈출합니다,먼저 탈출합니다.,2024-10-25T11:59:45+09:00,0.1643,0.8006,0.0351,1
그놈의 선반영,그놈의 선반영,그놈의 선반영,2021-07-28T13:20:54+09:00,0.1215,0.8366,0.0419,1
9만은 깨지 말자~~,9만은 깨지 말자,9만은 깨지 말자,2022-09-19T12:32:20+09:00,0.0544,0.8762,0.0694,1
추석지나고 보자.,추석지나고 보자,추석지나고 보자.,2024-09-11T13:54:17+09:00,0.0664,0.7467,0.1869,1
이런날 갑자기 양전한다고??,이런날 갑자기 양전한다고,이런날 갑자기 양전한다고??,2022-11-10T09:34:00+09:00,0.1048,0.3114,0.5838,2
ㅋ ㅋ ㅋ ㅋ,,ㅋ ㅋ ㅋ ㅋ,2024-11-12T09:47:36+09:00,0.0584,0.9256,0.016,1
19층은 지켜야된다 이눔아,19층은 지켜야된다 이눔아,19층은 지켜야된다 이눔아,2024-07-25T14:47:49+09:00,0.0928,0.854,0.0532,1
"반도체 및 ai (데이터센터등) 전기 잡아먹는 하마인데

탈원전 한다???

그냥 미국 주식하세요",반도체 및 ai 데이터센터등 전기 잡아먹는 하마인데 탈원전 한다 그냥 미국 주식하세요,반도체 및 ai 데이터센터등 전기 잡아먹는 하마인데 탈원전 한다??? 그냥 미국 주식하세요,2024-04-22T13:01:19+09:00,0.1498,0.6867,0.1636,1
잘가고,잘가고,잘가고,2024-09-19T09:47:23+09:00,0.0778,0.8615,0.0607,1
진정한 k엔비디아는 삼양식품이고 이놈은 브로드컴이라고 하자 (요새 얘가 잘나가),진정한 k엔비디아는 삼양식품이고 이놈은 브로드컴이라고 하자 요새 얘가 잘나가,진정한 k엔비디아는 삼양식품이고 이놈은 브로드컴이라고 하자 요새 얘가 잘나가,2024-06-18T15:04:59+09:00,0.0918,0.6914,0.2168,1
기어코 15갔구나ㅋㅋ 12까지 아직 갈길 멀다 닉스야~,기어코 15갔구나 12까지 아직 갈길 멀다 닉스야,기어코 15갔구나ㅋㅋ 12까지 아직 갈길 멀다 닉스야,2024-08-05T14:02:02+09:00,0.1499,0.7038,0.1463,1
20 뚫는 줄,20 뚫는 줄,20 뚫는 줄,2024-04-05T12:32:07+09:00,0.1478,0.805,0.0472,1
진짜 쳐맞는거에 적당히가없네ㅋㅋㅋ,진짜 쳐맞는거에 적당히가없네,진짜 쳐맞는거에 적당히가없네ㅋㅋㅋ,2024-11-14T11:46:22+09:00,0.2652,0.6911,0.0438,1
"다행히 깜짝 주석뒤론 안정되어가네요
본장에서 빨간불 보길 희망합니다
어우 살 떨려...",다행히 깜짝 주석뒤론 안정되어가네요 본장에서 빨간불 보길 희망합니다 어우 살 떨려,다행히 깜짝 주석뒤론 안정되어가네요 본장에서 빨간불 보길 희망합니다 어우 살 떨려...,2025-03-24T08:43:27+09:00,0.177,0.5444,0.2786,1
아니 국장도 국장인데 업비트 들어가 지지도않음. 개떡락이라고 누가 그러던디.. 좀 봐주실분,아니 국장도 국장인데 업비트 들어가 지지도않음 개떡락이라고 누가 그러던디 좀 봐주실분,아니 국장도 국장인데 업비트 들어가 지지도않음. 개떡락이라고 누가 그러던디.. 좀 봐주실분,2024-12-03T23:03:19+09:00,0.6448,0.2182,0.137,0
국장은 언제나 하닉이 최고네요,국장은 언제나 하닉이 최고네요,국장은 언제나 하닉이 최고네요,2024-10-30T14:50:40+09:00,0.0471,0.8538,0.0991,1
미국 반도체주 급등으로 월요일 갭상승 예상됨,미국 반도체주 급등으로 월요일 갭상승 예상됨,미국 반도체주 급등으로 월요일 갭상승 예상됨,2024-03-02T01:25:15+09:00,0.3246,0.1247,0.5507,2
오늘,오늘,오늘,2024-09-26T14:40:04+09:00,0.0487,0.926,0.0253,1
축제구나. 삼성은 아직 멀었네,축제구나 삼성은 아직 멀었네,축제구나. 삼성은 아직 멀었네,2024-07-24T09:55:32+09:00,0.0657,0.7942,0.1401,1
128층인데 복구할수 있을까요?,128층인데 복구할수 있을까요,128층인데 복구할수 있을까요?,2022-06-09T23:13:21+09:00,0.0976,0.8706,0.0317,1
아니 망한건삼전인데 이정도까지 빠진다니ㅋㅋㅋㅋ 역시타격이있구나,아니 망한건삼전인데 이정도까지 빠진다니 역시타격이있구나,아니 망한건삼전인데 이정도까지 빠진다니ㅋㅋㅋㅋ 역시타격이있구나,2024-10-08T09:30:51+09:00,0.4415,0.26,0.2985,0
외국인들 원화세일한다고 이것저것 주워담는데 하닉이 괜찮아 보인듯,외국인들 원화세일한다고 이것저것 주워담는데 하닉이 괜찮아 보인듯,외국인들 원화세일한다고 이것저것 주워담는데 하닉이 괜찮아 보인듯,2024-12-09T12:42:09+09:00,0.1613,0.6161,0.2226,1
